x,y,z,r
0.22762084578063,0.134800872747077,0.129860409891478,0.032949279940864
0.266998717913321,0.201490093484114,0.126383829742447,0.0264515710408609
0.0973714013604847,0.293942747979934,0.0853669912478148,0.0251652151310153
0.221067832422382,0.291713443532269,0.054037092722912,0.0248766969790206
0.140280257660297,0.193989107344779,0.0887730713665239,0.0247625259686607
0.182818967804581,0.318370492509235,0.0766495842680029,0.024370649328033
0.313096155662939,0.139481006346702,0.125004000367202,0.0243159403188682
0.00135070560125222,0.308203511361099,0.0470243270081024,0.0243100007086752
0.0857026178214773,0.224320962298909,0.0609048962416936,0.0237800823783816
0.136778368441617,0.280462022649083,0.0314226575954936,0.0224052767621325
0.0533282282445169,0.0807688545333237,0.13159079141694,0.0217769229801753
0.250566892902332,0.0982558619280696,0.082454631709815,0.0213155695852821
0.274256635862308,0.236971721944162,0.0299623460037799,0.0209845133874689
0.341877675241771,0.0439111248240106,0.150448610249281,0.0208241724316669
0.150024469211392,0.00505986149070207,0.0650570977439392,0.0207921694387915
0.0471457100192296,0.157681111729407,0.114454986035715,0.020782307941981
0.323996537209806,0.314678643209764,0.108966679693748,0.0206452003727629
0.11721660278219,0.0800390910370362,0.164480361529147,0.0206345998216052
0.334379417847145,0.23810174909696,0.172112422944933,0.0204195006302042
0.105022204012839,0.0256868313428274,0.153479746992027,0.0203473629723492
0.0297332755527549,0.255067427857435,0.089577928717542,0.0203006060505629
0.227937032125926,0.0593256547152308,0.106289848271916,0.0197268989015877
0.221830300367886,0.00493360146394234,0.0940742670462005,0.01953813865206
0.310214089908837,0.0399099524873248,0.0885082303300359,0.0192914153313524
0.307747469579172,0.195250191751929,0.150466812030282,0.0192154120509957
0.313215277280328,0.294645460572712,0.0261713365291896,0.0191345337278086
0.0031797144721348,0.208758109690213,0.121809864876762,0.0190699997798984
0.321623201203693,0.256751055180593,0.0602293904201697,0.0189350108516594
0.17345106766065,0.0903570582244334,0.146570872775311,0.0189094364362581
0.0408662628645304,0.261114547140161,0.161957821418838,0.0187483606299087
0.164133236734579,0.0305427620610241,0.165743485232014,0.0185970646604286
0.0643209709330424,0.104979323030714,0.0822369781377725,0.0184486995354554
0.0631918887830449,0.182816521272649,0.0592343646572012,0.0183694924270697
0.000353107477454367,0.317312185090895,0.13600838912566,0.0181442649391173
0.180233131871434,0.182724108391675,0.0205837158442918,0.0179461968233369
0.137678282428853,0.00268185592514142,0.10905698680642,0.0179044142384781
0.274196800653748,0.340340020899286,0.117292816147806,0.0178809325283883
0.272315347248566,0.254694105292333,0.130197359425276,0.017807669851632
0.232615257052471,0.328572930182092,0.107016253143556,0.0177763958682478
0.138297731545894,0.139395198083795,0.150269730225177,0.0177507456773698
0.0877980715824848,0.156645657973008,0.127592179216344,0.0177497350256953
0.339659280545139,0.208952332843755,0.0480454238247426,0.0176504715506975
0.0246033065172141,0.105014425288141,0.162708964779397,0.0175839944085073
0.0268484559702854,0.124065583403667,0.0264021748817951,0.0170760984042304
0.0553628706171077,0.0217514680660788,0.140368695778465,0.0170493985970607
0.0302685939778133,0.215875533846784,0.0347543166449207,0.016949719875962
0.227990372658492,0.17454374209409,0.0569021377134185,0.01687753921013
0.0372473873424148,0.0373780446392335,0.0734218087708399,0.0168249499306838
0.0838626952053489,0.121149070594108,0.0499239670800457,0.0167931993505052
0.275643540534813,0.0944980482672333,0.168796472145182,0.0167391718327491
0.33383974326293,0.0731170096963,0.0232664192448803,0.016413211946036
0.0869204134561148,0.212224502046247,0.163339054556134,0.0162196361489609
0.0911918286481443,0.0296878608707927,0.0596265702368033,0.0162060893456557
0.320995275606908,0.164681367461098,0.0538935106469088,0.0161375192065301
0.12788439275159,0.204784786228894,0.0366673412366725,0.0160624876563421
0.026921629786102,0.0537819682857468,0.165375198034193,0.0160366066577491
0.28607968341382,0.268193176779491,0.074835111516417,0.016022497836188
0.099010766872364,0.223510208162898,0.118414915920729,0.0159564317156066
0.113851221640014,0.346132937927605,0.0246471692555746,0.0159424986798407
0.194923941009278,0.0958755784777966,0.0264109358619381,0.0159161201796986
0.0354250883663797,0.0705545145358373,0.026949202147598,0.0157339140930422
0.113326203899217,0.332690766833718,0.106426112123167,0.0157188907463421
0.191693498833508,0.213169073010851,0.172626952050405,0.015717321407383
0.118382657942169,0.324794302802051,0.179684938860256,0.0156992230453636
