x,y,z,r
0.334291198943459,0.0220533254795078,0.0366494319887784,0.0311015169736242
0.0661267120609768,0.334815967893031,0.0593226184082651,0.0303175263429281
0.0273589637845545,0.108354527570968,0.0447941414070831,0.0290530007303573
0.243351289483108,0.245081163373504,0.170363057117854,0.0275981870937372
0.195670858603621,0.199616334574278,0.106184065303756,0.0264774618737422
0.300610220652355,0.156221043338307,0.0766762472737922,0.0259053569414554
0.130178778606508,0.0777543591040187,0.128645325539151,0.025160487311986
0.271829679336134,0.150511918326478,0.124212305518986,0.0247173270591248
0.0976761308312635,0.167316722793354,0.0629483180090263,0.0244790660456013
0.289509466515942,0.260106443026332,0.0288622380820687,0.0243208257115484
0.023892782917807,0.186247788451114,0.148791056682868,0.0224234590212858
0.056998682343504,0.0704339457477034,0.176392306467231,0.0218255100796741
0.309243423306467,0.279303937829496,0.168594464683678,0.0218243025209401
0.188316198763904,0.0733561758750961,0.106089091315873,0.0209861533396885
0.295155837874016,0.0753691074152302,0.143345175405789,0.0207152656890252
0.329884875027024,0.219919906054051,0.161277324090504,0.0206967913973058
0.140539071968809,0.112488020913213,0.0757612134143268,0.0198439515506773
0.251639320791367,0.0675724157366644,0.0979973562024442,0.0198122563437625
0.220830185670949,0.153529487572715,0.14155232450882,0.019752017628311
0.185376232096471,0.228349423611041,0.155636854621654,0.0197390521501149
0.149449390188069,0.0102501466501174,0.102085272190654,0.0195835069694643
0.33729600415063,0.0963725977601359,0.148682288030957,0.0195282841174182
0.0408808920078236,0.269265681276251,0.153143899081965,0.0193787679153348
0.0728729797513194,0.00691622627866603,0.120322237611074,0.0193502598575998
0.148998369374741,0.0426445635191988,0.0699906656042023,0.0191792833896201
0.101310010271661,0.236885679305219,0.0914084432573851,0.0191195561544996
0.179161477068334,0.131670984596456,0.176752429099445,0.0190834391120239
0.0860166377097335,0.0574011471086276,0.131720770294997,0.0188466224252792
0.0894663811059175,0.0551611305927652,0.0553211564147594,0.0186660978144406
0.104548061896039,0.00206651459420873,0.0457303991903971,0.0185997217640077
0.23454122712724,0.343582960895955,0.0512297560344737,0.0184673275197828
0.216710429008666,0.340140320282434,0.0984342518544706,0.0179921827853785
0.0454197677923244,0.1932767822221,0.029812836840658,0.0177530326620934
0.0904921095266361,0.185049164428707,0.162675339637646,0.0175471101091484
0.251486984562416,0.175286759296774,0.178796264752564,0.0173934269760365
0.324228484138236,0.173714869806459,0.175466009813728,0.017166661407268
0.0746332737921606,0.0400404475525818,0.0248631051573222,0.0171203087178427
0.200936054882489,0.163230280569918,0.0748077246158495,0.017089789298335
0.338166023452969,0.310788890844571,0.127754758486526,0.0170879685384109
0.00383393455231128,0.34204054304685,0.0771056563082673,0.0169742325985422
0.139880587651081,0.178600832465061,0.110326067823414,0.0169304648760175
0.17084675532524,0.247359478900129,0.0734594075814087,0.0169211805400856
0.187359820475782,0.109062163905166,0.141726879416895,0.0169101426378339
0.00117921769924718,0.0661754952221357,0.0982407377061917,0.0168142253422992
0.215764097838507,0.0429716046007845,0.0266063077499519,0.0167419003512151
0.109963291024306,0.0307493028696916,0.0817586665899927,0.0166660465288095
0.0988116869652246,0.220706634273319,0.0439510826356407,0.0165689499092132
0.321426044538675,0.195383858172982,0.0835282542984446,0.0165592526422796
0.121254735523609,0.325064841270675,0.177663330923269,0.016462863522975
0.276515569909013,0.0260646167573626,0.083959458179214,0.0163589769692186
0.0156844022854979,0.335984710378085,0.160328852498539,0.016072810581448
0.336208564170705,0.268012035844632,0.121646414953477,0.0160608186574258
0.0770578283533438,0.120848132551227,0.0183212526059569,0.0160375232518633
0.221060373551445,0.132365873539731,0.1774725878268,0.0160068195499036
0.149284606698601,0.311770902131233,0.0448459135952546,0.0159863111645386
0.278925346468436,0.300398435521761,0.0854192515376519,0.0159612825038172
0.207819992537975,0.182202778583006,0.182810806842161,0.0159490728813497
0.0302261708662516,0.014282518341321,0.150312754797368,0.0158321419562343
0.0190261924544816,0.0237799049093178,0.114706878301476,0.0157896274223891
0.210218391686817,0.252905039285745,0.0870429890342287,0.0157076453116829
0.22628362054204,0.0618434055902159,0.175295220711373,0.0157072787270521
0.0880915388694041,0.124769454697863,0.0606691559441281,0.0156403817807253
0.338715872885575,0.067302046685968,0.0195728845946809,0.0154193942669225
0.210924532145472,0.301858687069925,0.135191440340434,0.0154053199337152
0.0695138970961642,0.15355364058778,0.111658250617658,0.0153966162782377
0.134795323108583,0.22640051787171,0.117134822062398,0.0153783058408294
0.312457932718839,0.155235378199225,0.150305318312313,0.0153624563907703
0.318291102621021,0.130661240432912,0.0232581247270645,0.0153458509820074
0.0651810411932912,0.0730607449401182,0.106086184650133,0.0152598540759613
0.0294998255420811,0.0842693528792619,0.126910526251256,0.0150950801194084
0.0388765601856024,0.212570636855037,0.177951518411443,0.0149234437438805
0.334084228167339,0.226059322827682,0.0970639115702225,0.0148447970398259
0.170841930131302,0.301396011150286,0.143291174841201,0.0147857487902207
0.168674582729629,0.0561844443347308,0.150875775945605,0.0147725924061446
0.277723583618381,0.101979239735763,0.101521660543139,0.0147489845649286
0.0350137219429588,0.307556834433264,0.17829012332991,0.0146847329297434
0.0631202421112173,0.0407924998122013,0.0730668093350778,0.014683896853192
0.140831278153582,0.0314334607774149,0.136753615068651,0.0146507779216159
0.191412986221668,0.345085567992183,0.0425499146705197,0.0146153328461753
0.132460094278041,0.166168915437384,0.0212523439359493,0.0145879283060892
0.129685585595421,0.2784731697657,0.0147068980836015,0.014563585759021
2.45912278373395e-05,0.237991852854017,0.130976013034787,0.0144870437926676
0.144134564706975,0.166728929539436,0.0776542011938228,0.0144320246030574
0.213950466039862,0.258591288905332,0.0513838551024193,0.014405633980382
0.254190628027814,0.249638526661267,0.100752904358871,0.0143749013526115
0.312469353446353,0.272784821634006,0.0989720329217982,0.0143160707575121
0.0409747952840837,0.30426313927256,0.113571042537331,0.0142954254290845
0.249025056148356,0.339806163195835,0.0870944047549303,0.014291490849769
0.222383680293882,0.315544266822563,0.174316737870312,0.0142703504452556
0.271260215667639,0.0863838551116278,0.073890442037881,0.0142590007865187
0.260962087484149,0.0342922717086993,0.178053882595702,0.014233579533297
0.157807083101047,0.211863843706785,0.070894008133836,0.0141995385842745
0.265683409725244,0.206304300005911,0.1223139915116,0.0139304736846384
0.295109728474069,0.159945766390559,0.176557942503752,0.0139101113402834
0.0838950284110531,0.26513313756871,0.158382381585134,0.0138247139286966
0.334923307561342,0.0652174351852456,0.18190338289966,0.013725847985104
0.199059155331055,0.0677307653290922,0.140847688214715,0.0136931401571347
0.228052810018353,0.116163924625512,0.104313734119517,0.0136591587618361
0.10430693162122,0.348537388387096,0.110889452528121,0.0136366003000917
0.294972679555419,0.219146453270896,0.054509609977686,0.0136293830821676
0.180087047607375,0.310940176713462,0.0348591879469403,0.013627637772848
0.287023913693671,0.0634171576673706,0.0194527345105987,0.0136197901618091
0.310813140398411,0.0173898785183156,0.134041386105646,0.0135391768121811
0.125602727830843,0.256614113381863,0.120428844420741,0.0135163370107273
0.198875149928844,0.22475957787388,0.0413867645558032,0.0134684998874114
0.138692456846079,0.242242079449563,0.0475345991881841,0.0134604348038759
0.332108949109653,0.0475133231627371,0.102303096928734,0.0134288781093659
0.179847655648978,0.155968374577374,0.0982729859954244,0.0133675975673713
0.265622815210134,0.281327693892491,0.160847255967426,0.0132816028026566
0.307184936067464,0.305849417488516,0.0979173402518725,0.013227482504335
0.0223655849012208,0.328953148378164,0.104036876313066,0.0131606388373798
0.0525406053270171,0.226307295705805,0.116756431704466,0.0131053518768247
0.0768305167016664,0.0842872728250062,0.0772751689746891,0.0129906960473618
0.0117254389410855,0.121352972530025,0.110408403028985,0.0129064137261683
0.195454013829077,0.0233851643347366,0.116387949435091,0.0128816901576895
0.0665097331663503,0.336527995222654,0.10701226864713,0.0128366387546249
0.32008112878855,0.22598238157277,0.0306938815599725,0.0128125774241233
0.0182637009379973,0.00526777229371405,0.0392725165665804,0.0128115148870452
0.184699299791384,0.0516851800980915,0.0146267392590329,0.012724047405574
0.211800259676006,0.309075004938768,0.0243831096703053,0.0127212431685567
0.0237878753863544,0.0647803199885573,0.15373547200553,0.0127070188167966
0.0584469079356469,0.148834970515882,0.0653792221250904,0.0126849184350208
0.198656836549103,0.289445504568616,0.0783363034838782,0.0126799365184062
0.28469079271468,0.334283091269016,0.0366239461976921,0.0126377631163399
